year;age;sex;population
2010;68;2;39646
2010;69;1;33590
2010;69;2;37442
2010;70;1;30225
2010;70;2;34885
2010;71;1;29190
2010;71;2;33881
2010;72;1;27838
2010;72;2;32758
2010;73;1;26272
2010;73;2;31291
2010;74;1;25583
2010;74;2;31525
2010;75;1;24875
2010;75;2;30956
2010;76;1;23648
2010;76;2;30018
2010;77;1;21711
2010;77;2;29030
2010;78;1;20849
2010;78;2;28362
2010;79;1;19347
2010;79;2;27262
2010;80;1;18194
2010;80;2;26940
2010;81;1;16295
2010;81;2;25403
2010;82;1;14861
2010;82;2;23912
2010;83;1;13206
2010;83;2;22236
2010;84;1;12064
2010;84;2;21268
2010;85;1;10698
2010;85;2;19721
2010;86;1;9087
2010;86;2;18024
2010;87;1;7901
2010;87;2;16117
2010;88;1;6628
2010;88;2;14105
2010;89;1;5677
2010;89;2;12764
2010;90;1;4528
2010;90;2;10517
2010;91;1;3034
2010;91;2;7535
2010;92;1;2222
2010;92;2;5867
2010;93;1;1678
2010;93;2;4862
2010;94;1;1260
2010;94;2;3742
2010;95;1;885
2010;95;2;2880
2010;96;1;734
2010;96;2;2337
2010;97;1;458
2010;97;2;1656
2010;98;1;298
2010;98;2;1115
2010;99;1;166
2010;99;2;739
2010;100;1;104
2010;100;2;487
2010;101;1;49
2010;101;2;270
2010;102;1;31
2010;102;2;177
2010;103;1;15
2010;103;2;85
2010;104;1;8
2010;104;2;49
2010;105;1;11
2010;105;2;46
2009;0;1;40147
2009;0;2;37639
2009;1;1;39763
2009;1;2;37310
2009;2;1;39103
2009;2;2;37211
2009;3;1;38702
2009;3;2;36531
2009;4;1;39086
2009;4;2;36678
2009;5;1;39064
2009;5;2;37106
2009;6;1;38503
2009;6;2;36496
2009;7;1;39322
2009;7;2;36873
2009;8;1;39524
2009;8;2;37010
2009;9;1;39993
2009;9;2;37485
2009;10;1;41447
2009;10;2;39219
2009;11;1;42217
2009;11;2;39830
2009;12;1;42923
2009;12;2;40503
2009;13;1;44258
2009;13;2;41689
2009;14;1;44013
2009;14;2;41576
2009;15;1;44951
2009;15;2;42239
2009;16;1;45445
2009;16;2;42919
2009;17;1;47264
2009;17;2;44982
2009;18;1;47921
2009;18;2;45329
2009;19;1;48008
2009;19;2;45846
2009;20;1;47575
2009;20;2;45895
2009;21;1;48093
2009;21;2;46669
2009;22;1;46769
2009;22;2;45758
2009;23;1;47600
2009;23;2;47096
2009;24;1;47861
2009;24;2;47555
2009;25;1;49568
2009;25;2;48448
2009;26;1;49303
2009;26;2;49084
2009;27;1;50989
2009;27;2;51265
2009;28;1;51658
2009;28;2;51685
2009;29;1;52525
2009;29;2;52654
2009;30;1;51859
2009;30;2;52419
2009;31;1;52022
2009;31;2;52077
2009;32;1;52584
2009;32;2;52656
2009;33;1;52358
2009;33;2;52958
2009;34;1;53084
2009;34;2;53166
2009;35;1;54719
2009;35;2;54300
2009;36;1;55111
2009;36;2;54933
2009;37;1;57338
2009;37;2;56611
2009;38;1;59045
2009;38;2;59041
2009;39;1;60227
2009;39;2;59618
2009;40;1;61842
2009;40;2;61805
2009;41;1;63642
2009;41;2;63169
2009;42;1;64282
2009;42;2;63893
2009;43;1;66489
2009;43;2;65047
2009;44;1;67171
2009;44;2;65159
2009;45;1;68381
2009;45;2;66245
2009;46;1;66445
2009;46;2;64817
2009;47;1;64091
2009;47;2;62442
2009;48;1;61853
2009;48;2;60899
2009;49;1;60392
2009;49;2;59328
2009;50;1;58720
2009;50;2;57869
2009;51;1;57022
2009;51;2;55449
2009;52;1;55754
2009;52;2;54598
2009;53;1;54712
2009;53;2;52677
2009;54;1;52149
2009;54;2;51102
2009;55;1;50278
2009;55;2;50103
2009;56;1;48431
2009;56;2;48600
2009;57;1;48120
2009;57;2;48540
2009;58;1;46330
2009;58;2;46437
2009;59;1;47539
2009;59;2;47462
2009;60;1;46244
2009;60;2;46993
2009;61;1;46398
2009;61;2;47648
2009;62;1;45600
2009;62;2;46546
2009;63;1;44877
2009;63;2;46249
2009;64;1;43037
2009;64;2;43938
2009;65;1;41583
2009;65;2;43527
2009;66;1;39688
2009;66;2;42151
2009;67;1;37620
2009;67;2;40007
2009;68;1;34377
2009;68;2;37845
2009;69;1;30986
2009;69;2;35269
2009;70;1;29917
2009;70;2;34277
2009;71;1;28678
2009;71;2;33210
2009;72;1;26949
2009;72;2;31745
2009;73;1;26393
2009;73;2;31990
2009;74;1;25692
2009;74;2;31449
2009;75;1;24547
2009;75;2;30594
2009;76;1;22622
2009;76;2;29623
2009;77;1;21865
2009;77;2;29033
2009;78;1;20312
2009;78;2;28052
2009;79;1;19288
2009;79;2;27798
2009;80;1;17411
2009;80;2;26404
2009;81;1;15949
2009;81;2;25041
2009;82;1;14327
2009;82;2;23462
2009;83;1;13203
2009;83;2;22669
2009;84;1;11923
2009;84;2;21196
2009;85;1;10189
2009;85;2;19632
2009;86;1;9108
2009;86;2;17785
2009;87;1;7756
2009;87;2;15814
2009;88;1;6831
2009;88;2;14589
2009;89;1;5557
2009;89;2;12349
2009;90;1;3812
2009;90;2;9157
2009;91;1;2937
2009;91;2;7320
2009;92;1;2291
2009;92;2;6152
2009;93;1;1841
2009;93;2;4947
2009;94;1;1362
2009;94;2;3948
2009;95;1;1193
2009;95;2;3513
2009;96;1;811
2009;96;2;2624
2009;97;1;596
2009;97;2;1962
2009;98;1;390
2009;98;2;1421
2009;99;1;821
2009;99;2;3311
2009;100;1;0
2009;100;2;0
2009;101;1;0
2009;101;2;0
2009;102;1;0
2009;102;2;0
2009;103;1;0
2009;103;2;0
2009;104;1;0
2009;104;2;0
2009;105;1;0
2009;105;2;0
2008;0;1;39355
2008;0;2;36961
2008;1;1;38536
2008;1;2;36733
2008;2;1;38356
2008;2;2;36150
2008;3;1;38665
2008;3;2;36379
2008;4;1;38669
2008;4;2;36763
2008;5;1;38137
2008;5;2;36152
2008;6;1;38978
2008;6;2;36555
2008;7;1;39186
2008;7;2;36667
2008;8;1;39601
2008;8;2;37135
2008;9;1;41111
2008;9;2;38889
2008;10;1;41775
2008;10;2;39496
2008;11;1;42564
2008;11;2;40178
2008;12;1;43916
2008;12;2;41400
2008;13;1;43613
2008;13;2;41288
2008;14;1;44559
2008;14;2;41977
2008;15;1;45104
2008;15;2;42539
2008;16;1;46898
2008;16;2;44651
2008;17;1;47497
2008;17;2;44711
2008;18;1;47510
2008;18;2;44947
2008;19;1;46922
2008;19;2;44854
2008;20;1;47432
2008;20;2;45760
2008;21;1;46076
2008;21;2;44705
2008;22;1;46527
2008;22;2;45701
2008;23;1;46678
2008;23;2;46145
2008;24;1;48259
2008;24;2;46876
2008;25;1;47840
2008;25;2;47371
2008;26;1;49431
2008;26;2;49476
2008;27;1;50142
2008;27;2;49978
2008;28;1;50996
2008;28;2;51117
2008;29;1;50536
2008;29;2;50999
2008;30;1;50880
2008;30;2;50852
2008;31;1;51334
2008;31;2;51500
2008;32;1;51350
2008;32;2;51976
2008;33;1;52119
2008;33;2;52268
2008;34;1;53890
2008;34;2;53455
2008;35;1;54418
2008;35;2;54264
2008;36;1;56559
2008;36;2;55980
2008;37;1;58393
2008;37;2;58488
2008;38;1;59600
2008;38;2;59081
2008;39;1;61313
2008;39;2;61331
2008;40;1;63104
2008;40;2;62674
2008;41;1;63876
2008;41;2;63435
2008;42;1;65991
2008;42;2;64641
2008;43;1;66762
2008;43;2;64770
2008;44;1;67961
2008;44;2;65858
2008;45;1;66051
2008;45;2;64492
2008;46;1;63860
2008;46;2;62235
2008;47;1;61593
2008;47;2;60648
2008;48;1;60283
2008;48;2;59205
2008;49;1;58634
2008;49;2;57755
2008;50;1;56984
2008;50;2;55406
2008;51;1;55815
2008;51;2;54529
2008;52;1;54784
2008;52;2;52692
2008;53;1;52288
2008;53;2;51150
2008;54;1;50473
2008;54;2;50242
2008;55;1;48567
2008;55;2;48767
2008;56;1;48333
2008;56;2;48705
2008;57;1;46569
2008;57;2;46628
2008;58;1;47873
2008;58;2;47650
2008;59;1;46752
2008;59;2;47272
2008;60;1;46861
2008;60;2;47892
2008;61;1;46048
2008;61;2;46824
2008;62;1;45416
2008;62;2;46566
2008;63;1;43588
2008;63;2;44241
2008;64;1;42352
2008;64;2;43843
2008;65;1;40289
2008;65;2;42487
2008;66;1;38208
2008;66;2;40415
2008;67;1;34906
2008;67;2;38177
2008;68;1;31557
2008;68;2;35555
2008;69;1;30475
2008;69;2;34622
2008;70;1;29276
2008;70;2;33574
2008;71;1;27541
2008;71;2;32142
2008;72;1;27065
2008;72;2;32462
2008;73;1;26395
2008;73;2;31935
2008;74;1;25270
2008;74;2;31137
2008;75;1;23413
2008;75;2;30229
2008;76;1;22734
2008;76;2;29669
2008;77;1;21189
2008;77;2;28704
2008;78;1;20143
2008;78;2;28504
2008;79;1;18385
2008;79;2;27255
2008;80;1;16954
2008;80;2;25953
2008;81;1;15369
2008;81;2;24461
2008;82;1;14280
2008;82;2;23822
2008;83;1;12992
2008;83;2;22455
2008;84;1;11244
2008;84;2;21002
2008;85;1;10201
2008;85;2;19162
2008;86;1;8789
2008;86;2;17316
2008;87;1;7900
2008;87;2;16216
2008;88;1;6518
2008;88;2;13908
2008;89;1;4574
2008;89;2;10534
2008;90;1;3621
2008;90;2;8598
2008;91;1;2879
2008;91;2;7359
2008;92;1;2286
2008;92;2;6062
2008;93;1;1735
2008;93;2;4984
2008;94;1;1520
2008;94;2;4458
2008;95;1;1080
2008;95;2;3407
2008;96;1;790
2008;96;2;2585
2008;97;1;529
2008;97;2;1895
2008;98;1;347
2008;98;2;1384
2008;99;1;678
2008;99;2;2885
2008;100;1;0
2008;100;2;0
2008;101;1;0
2008;101;2;0
2008;102;1;0
2008;102;2;0
2008;103;1;0
2008;103;2;0
2008;104;1;0
2008;104;2;0
2008;105;1;0
2008;105;2;0
2007;0;1;38092
2007;0;2;36183
2007;1;1;37718
2007;1;2;35461
2007;2;1;38092
2007;2;2;35917
2007;3;1;38127
2007;3;2;36290
2007;4;1;37680
2007;4;2;35647
2007;5;1;38526
2007;5;2;36124
2007;6;1;38690
2007;6;2;36213
2007;7;1;39144
2007;7;2;36677
2007;8;1;40633
2007;8;2;38400
2007;9;1;41269
2007;9;2;39081
2007;10;1;42130
2007;10;2;39775
2007;11;1;43461
2007;11;2;40970
2007;12;1;43165
2007;12;2;40830
2007;13;1;44018
2007;13;2;41641
2007;14;1;44598
2007;14;2;42214
2007;15;1;46431
2007;15;2;44210
2007;16;1;47057
2007;16;2;44323
2007;17;1;47014
2007;17;2;44315
2007;18;1;46260
2007;18;2;43929
2007;19;1;46543
2007;19;2;44538
2007;20;1;45083
2007;20;2;43643
2007;21;1;45469
2007;21;2;44418
2007;22;1;45171
2007;22;2;44645
2007;23;1;46532
2007;23;2;45121
2007;24;1;46057
2007;24;2;45610
2007;25;1;47405
2007;25;2;47445
2007;26;1;47888
2007;26;2;47728
2007;27;1;48786
2007;27;2;49103
2007;28;1;48435
2007;28;2;49216
2007;29;1;48887
2007;29;2;49266
2007;30;1;49613
2007;30;2;49985
2007;31;1;49736
2007;31;2;50524
2007;32;1;50553
2007;32;2;51018
2007;33;1;52446
2007;33;2;52387
2007;34;1;53182
2007;34;2;53266
2007;35;1;55318
2007;35;2;55071
2007;36;1;57238
2007;36;2;57590
2007;37;1;58481
2007;37;2;58223
2007;38;1;60197
2007;38;2;60691
2007;39;1;62084
2007;39;2;61959
2007;40;1;62955
2007;40;2;62732
2007;41;1;65176
2007;41;2;64029
2007;42;1;65926
2007;42;2;64307
2007;43;1;67274
2007;43;2;65336
2007;44;1;65400
2007;44;2;64057
2007;45;1;63234
2007;45;2;61851
2007;46;1;61115
2007;46;2;60270
2007;47;1;59887
2007;47;2;58867
2007;48;1;58322
2007;48;2;57531
2007;49;1;56730
2007;49;2;55246
2007;50;1;55515
2007;50;2;54419
2007;51;1;54654
2007;51;2;52611
2007;52;1;52229
2007;52;2;51070
2007;53;1;50449
2007;53;2;50244
2007;54;1;48611
2007;54;2;48901
2007;55;1;48461
2007;55;2;48742
2007;56;1;46723
2007;56;2;46761
2007;57;1;48132
2007;57;2;47850
2007;58;1;47060
2007;58;2;47501
2007;59;1;47316
2007;59;2;48163
2007;60;1;46407
2007;60;2;47082
2007;61;1;45882
2007;61;2;46893
2007;62;1;44132
2007;62;2;44533
2007;63;1;42906
2007;63;2;44176
2007;64;1;41024
2007;64;2;42786
2007;65;1;38784
2007;65;2;40723
2007;66;1;35460
2007;66;2;38450
2007;67;1;32113
2007;67;2;35846
2007;68;1;31023
2007;68;2;34935
2007;69;1;29816
2007;69;2;33894
2007;70;1;28115
2007;70;2;32497
2007;71;1;27670
2007;71;2;32835
2007;72;1;27010
2007;72;2;32338
2007;73;1;25983
2007;73;2;31593
2007;74;1;24117
2007;74;2;30762
2007;75;1;23526
2007;75;2;30235
2007;76;1;22037
2007;76;2;29321
2007;77;1;20961
2007;77;2;29118
2007;78;1;19264
2007;78;2;27994
2007;79;1;17845
2007;79;2;26804
2007;80;1;16342
2007;80;2;25355
2007;81;1;15339
2007;81;2;24868
2007;82;1;14041
2007;82;2;23538
2007;83;1;12291
2007;83;2;22279
2007;84;1;11320
2007;84;2;20609
2007;85;1;9854
2007;85;2;18679
2007;86;1;8952
2007;86;2;17758
2007;87;1;7539
2007;87;2;15443
2007;88;1;5372
2007;88;2;11807
2007;89;1;4398
2007;89;2;9917
2007;90;1;3527
2007;90;2;8575
2007;91;1;2864
2007;91;2;7222
2007;92;1;2207
2007;92;2;6130
2007;93;1;1973
2007;93;2;5512
2007;94;1;1416
2007;94;2;4288
2007;95;1;1047
2007;95;2;3368
2007;96;1;703
2007;96;2;2527
2007;97;1;473
2007;97;2;1841
2007;98;1;339
2007;98;2;1248
2007;99;1;564
2007;99;2;2566
2007;100;1;0
2007;100;2;0
2007;101;1;0
2007;101;2;0
2007;102;1;0
2007;102;2;0
2007;103;1;0
2007;103;2;0
2007;104;1;0
2007;104;2;0
2007;105;1;0
2007;105;2;0
2006;0;1;37576
2006;0;2;35467
2006;1;1;37557
2006;1;2;35447
2006;2;1;37644
2006;2;2;35923
2006;3;1;37267
2006;3;2;35262
2006;4;1;38124
2006;4;2;35766
2006;5;1;38309
2006;5;2;35934
2006;6;1;38718
2006;6;2;36316
2006;7;1;40271
2006;7;2;38045
2006;8;1;40911
2006;8;2;38759
2006;9;1;41800
2006;9;2;39454
2006;10;1;43099
2006;10;2;40703
2006;11;1;42835
2006;11;2;40458
2006;12;1;43657
2006;12;2;41371
2006;13;1;44202
2006;13;2;41882
2006;14;1;46024
2006;14;2;43889
2006;15;1;46675
2006;15;2;43948
2006;16;1;46619
2006;16;2;44006
2006;17;1;45850
2006;17;2;43433
2006;18;1;45957
2006;18;2;43666
2006;19;1;44361
2006;19;2;42654
2006;20;1;44688
2006;20;2;43461
2006;21;1;44303
2006;21;2;43555
2006;22;1;45314
2006;22;2;43758
2006;23;1;44772
2006;23;2;44181
2006;24;1;45821
2006;24;2;45843
2006;25;1;46150
2006;25;2;46013
2006;26;1;46705
2006;26;2;47358
2006;27;1;46641
2006;27;2;47561
2006;28;1;47121
2006;28;2;47735
2006;29;1;47927
2006;29;2;48559
2006;30;1;48128
2006;30;2;49326
2006;31;1;49074
2006;31;2;49820
2006;32;1;51049
2006;32;2;51413
2006;33;1;51957
2006;33;2;52368
2006;34;1;54217
2006;34;2;54416
2006;35;1;56238
2006;35;2;56820
2006;36;1;57488
2006;36;2;57601
2006;37;1;59289
2006;37;2;60073
2006;38;1;61218
2006;38;2;61381
2006;39;1;62193
2006;39;2;62270
2006;40;1;64323
2006;40;2;63619
2006;41;1;65318
2006;41;2;63927
2006;42;1;66618
2006;42;2;64888
2006;43;1;64896
2006;43;2;63731
2006;44;1;62714
2006;44;2;61651
2006;45;1;60621
2006;45;2;60082
2006;46;1;59601
2006;46;2;58704
2006;47;1;58154
2006;47;2;57411
2006;48;1;56611
2006;48;2;55180
2006;49;1;55523
2006;49;2;54449
2006;50;1;54658
2006;50;2;52681
2006;51;1;52310
2006;51;2;51217
2006;52;1;50529
2006;52;2;50388
2006;53;1;48868
2006;53;2;49009
2006;54;1;48757
2006;54;2;49017
2006;55;1;46983
2006;55;2;46976
2006;56;1;48461
2006;56;2;48129
2006;57;1;47481
2006;57;2;47777
2006;58;1;47777
2006;58;2;48478
2006;59;1;46967
2006;59;2;47406
2006;60;1;46403
2006;60;2;47168
2006;61;1;44769
2006;61;2;44873
2006;62;1;43486
2006;62;2;44503
2006;63;1;41577
2006;63;2;43138
2006;64;1;39561
2006;64;2;41065
2006;65;1;36045
2006;65;2;38726
2006;66;1;32618
2006;66;2;36145
2006;67;1;31573
2006;67;2;35249
2006;68;1;30340
2006;68;2;34209
2006;69;1;28658
2006;69;2;32808
2006;70;1;28252
2006;70;2;33234
2006;71;1;27704
2006;71;2;32738
2006;72;1;26604
2006;72;2;32047
2006;73;1;24807
2006;73;2;31253
2006;74;1;24226
2006;74;2;30722
2006;75;1;22802
2006;75;2;29894
2006;76;1;21759
2006;76;2;29768
2006;77;1;20075
2006;77;2;28635
2006;78;1;18750
2006;78;2;27601
2006;79;1;17345
2006;79;2;26163
2006;80;1;16315
2006;80;2;25815
2006;81;1;15057
2006;81;2;24656
2006;82;1;13301
2006;82;2;23478
2006;83;1;12406
2006;83;2;21844
2006;84;1;10881
2006;84;2;19955
2006;85;1;10072
2006;85;2;19191
2006;86;1;8643
2006;86;2;16927
2006;87;1;6220
2006;87;2;13121
2006;88;1;5179
2006;88;2;11139
2006;89;1;4239
2006;89;2;9846
2006;90;1;3552
2006;90;2;8460
2006;91;1;2773
2006;91;2;7256
2006;92;1;2473
2006;92;2;6701
2006;93;1;1828
2006;93;2;5338
2006;94;1;1366
2006;94;2;4302
2006;95;1;938
2006;95;2;3260
2006;96;1;634
2006;96;2;2400
2006;97;1;437
2006;97;2;1678
2006;98;1;300
2006;98;2;1216
2006;99;1;472
2006;99;2;2243
2006;100;1;0
2006;100;2;0
2006;101;1;0
2006;101;2;0
2006;102;1;0
2006;102;2;0
2006;103;1;0
2006;103;2;0
2006;104;1;0
2006;104;2;0
2006;105;1;0
2006;105;2;0
2005;0;1;37338
2005;0;2;35207
2005;1;1;37389
2005;1;2;35628
2005;2;1;37068
2005;2;2;35099
2005;3;1;37893
2005;3;2;35587
2005;4;1;38046
2005;4;2;35789
2005;5;1;38478
2005;5;2;36122
2005;6;1;40073
2005;6;2;37804
2005;7;1;40722
2005;7;2;38543
2005;8;1;41548
2005;8;2;39255
2005;9;1;42858
2005;9;2;40528
2005;10;1;42597
2005;10;2;40307
2005;11;1;43459
2005;11;2;41164
2005;12;1;43944
2005;12;2;41653
2005;13;1;45744
2005;13;2;43651
2005;14;1;46355
2005;14;2;43671
2005;15;1;46275
2005;15;2;43677
2005;16;1;45611
2005;16;2;43240
2005;17;1;45686
2005;17;2;43225
2005;18;1;44082
2005;18;2;42040
2005;19;1;44260
2005;19;2;42719
2005;20;1;43925
2005;20;2;42911
2005;21;1;44844
2005;21;2;43095
2005;22;1;44213
2005;22;2;43374
2005;23;1;45058
2005;23;2;45074
2005;24;1;45388
2005;24;2;45026
2005;25;1;45818
2005;25;2;46364
2005;26;1;45681
2005;26;2;46505
2005;27;1;46124
2005;27;2;46543
2005;28;1;47065
2005;28;2;47578
2005;29;1;47319
2005;29;2;48426
2005;30;1;48227
2005;30;2;48974
2005;31;1;50298
2005;31;2;50835
2005;32;1;51291
2005;32;2;51866
2005;33;1;53576
2005;33;2;53990
2005;34;1;55697
2005;34;2;56386
2005;35;1;56979
2005;35;2;57289
2005;36;1;58843
2005;36;2;59766
2005;37;1;60843
2005;37;2;61199
2005;38;1;61801
2005;38;2;62080
2005;39;1;64034
2005;39;2;63404
2005;40;1;65092
2005;40;2;63762
2005;41;1;66308
2005;41;2;64783
2005;42;1;64710
2005;42;2;63632
2005;43;1;62517
2005;43;2;61529
2005;44;1;60562
2005;44;2;59985
2005;45;1;59516
2005;45;2;58674
2005;46;1;58089
2005;46;2;57421
2005;47;1;56625
2005;47;2;55179
2005;48;1;55609
2005;48;2;54488
2005;49;1;54721
2005;49;2;52792
2005;50;1;52500
2005;50;2;51345
2005;51;1;50727
2005;51;2;50531
2005;52;1;49055
2005;52;2;49239
2005;53;1;49019
2005;53;2;49206
2005;54;1;47259
2005;54;2;47206
2005;55;1;48884
2005;55;2;48434
2005;56;1;47928
2005;56;2;48076
2005;57;1;48239
2005;57;2;48819
2005;58;1;47442
2005;58;2;47728
2005;59;1;47083
2005;59;2;47481
2005;60;1;45343
2005;60;2;45156
2005;61;1;44093
2005;61;2;44845
2005;62;1;42173
2005;62;2;43482
2005;63;1;40087
2005;63;2;41480
2005;64;1;36726
2005;64;2;39039
2005;65;1;33230
2005;65;2;36429
2005;66;1;32101
2005;66;2;35506
2005;67;1;30879
2005;67;2;34545
2005;68;1;29178
2005;68;2;33140
2005;69;1;28841
2005;69;2;33588
2005;70;1;28304
2005;70;2;33114
2005;71;1;27222
2005;71;2;32447
2005;72;1;25450
2005;72;2;31717
2005;73;1;24923
2005;73;2;31204
2005;74;1;23591
2005;74;2;30412
2005;75;1;22532
2005;75;2;30373
2005;76;1;20933
2005;76;2;29326
2005;77;1;19626
2005;77;2;28298
2005;78;1;18272
2005;78;2;26945
2005;79;1;17254
2005;79;2;26657
2005;80;1;16075
2005;80;2;25575
2005;81;1;14365
2005;81;2;24464
2005;82;1;13484
2005;82;2;22956
2005;83;1;11876
2005;83;2;21183
2005;84;1;11146
2005;84;2;20664
2005;85;1;9679
2005;85;2;18294
2005;86;1;7161
2005;86;2;14404
2005;87;1;6033
2005;87;2;12403
2005;88;1;5003
2005;88;2;11119
2005;89;1;4247
2005;89;2;9740
2005;90;1;3443
2005;90;2;8463
2005;91;1;3032
2005;91;2;8001
2005;92;1;2315
2005;92;2;6463
2005;93;1;1787
2005;93;2;5293
2005;94;1;1224
2005;94;2;4133
2005;95;1;878
2005;95;2;3068
2005;96;1;597
2005;96;2;2188
2005;97;1;411
2005;97;2;1611
2005;98;1;257
2005;98;2;1085
2005;99;1;396
2005;99;2;1912
2005;100;1;0
2005;100;2;0
2005;101;1;0
2005;101;2;0
2005;102;1;0
2005;102;2;0
2005;103;1;0
2005;103;2;0
2005;104;1;0
2005;104;2;0
2005;105;1;0
2005;105;2;0
2004;0;1;37277
2004;0;2;35586
2004;1;1;36832
2004;1;2;34908
2004;2;1;37697
2004;2;2;35387
2004;3;1;37867
2004;3;2;35606
2004;4;1;38250
2004;4;2;35953
2004;5;1;39929
2004;5;2;37653
2004;6;1;40542
2004;6;2;38396
2004;7;1;41377
2004;7;2;39089
2004;8;1;42661
2004;8;2;40357
2004;9;1;42366
2004;9;2;40177
2004;10;1;43263
2004;10;2;40975
2004;11;1;43727
2004;11;2;41501
2004;12;1;45509
2004;12;2;43450
2004;13;1;46144
2004;13;2;43463
2004;14;1;46003
2004;14;2;43461
2004;15;1;45250
2004;15;2;42880
2004;16;1;45444
2004;16;2;42958
2004;17;1;43860
2004;17;2;41558
2004;18;1;43899
2004;18;2;42024
2004;19;1;43505
2004;19;2;42261
2004;20;1;44418
2004;20;2;42477
2004;21;1;43783
2004;21;2;42681
2004;22;1;44357
2004;22;2;44259
2004;23;1;44705
2004;23;2;44237
2004;24;1;44997
2004;24;2;45437
2004;25;1;44813
2004;25;2;45403
2004;26;1;45157
2004;26;2;45597
2004;27;1;46155
2004;27;2;46681
2004;28;1;46456
2004;28;2;47593
2004;29;1;47466
2004;29;2;48306
2004;30;1;49582
2004;30;2;50158
2004;31;1;50668
2004;31;2;51336
2004;32;1;52967
2004;32;2;53413
2004;33;1;55233
2004;33;2;55971
2004;34;1;56529
2004;34;2;57024
2004;35;1;58447
2004;35;2;59396
2004;36;1;60516
2004;36;2;60882
2004;37;1;61529
2004;37;2;61883
2004;38;1;63729
2004;38;2;63284
2004;39;1;64854
2004;39;2;63580
2004;40;1;66051
2004;40;2;64674
2004;41;1;64487
2004;41;2;63460
2004;42;1;62533
2004;42;2;61482
2004;43;1;60539
2004;43;2;59921
2004;44;1;59441
2004;44;2;58627
2004;45;1;58058
2004;45;2;57351
2004;46;1;56683
2004;46;2;55189
2004;47;1;55636
2004;47;2;54573
2004;48;1;54828
2004;48;2;52957
2004;49;1;52569
2004;49;2;51458
2004;50;1;50932
2004;50;2;50689
2004;51;1;49243
2004;51;2;49362
2004;52;1;49280
2004;52;2;49376
2004;53;1;47544
2004;53;2;47371
2004;54;1;49189
2004;54;2;48651
2004;55;1;48327
2004;55;2;48300
2004;56;1;48653
2004;56;2;49093
2004;57;1;47868
2004;57;2;48030
2004;58;1;47628
2004;58;2;47812
2004;59;1;45948
2004;59;2;45502
2004;60;1;44693
2004;60;2;45179
2004;61;1;42767
2004;61;2;43835
2004;62;1;40698
2004;62;2;41818
2004;63;1;37278
2004;63;2;39397
2004;64;1;33980
2004;64;2;36796
2004;65;1;32706
2004;65;2;35833
2004;66;1;31397
2004;66;2;34827
2004;67;1;29731
2004;67;2;33426
2004;68;1;29451
2004;68;2;33915
2004;69;1;28901
2004;69;2;33477
2004;70;1;27882
2004;70;2;32824
2004;71;1;26123
2004;71;2;32111
2004;72;1;25574
2004;72;2;31632
2004;73;1;24313
2004;73;2;30867
2004;74;1;23325
2004;74;2;30920
2004;75;1;21715
2004;75;2;29919
2004;76;1;20476
2004;76;2;28943
2004;77;1;19156
2004;77;2;27609
2004;78;1;18168
2004;78;2;27413
2004;79;1;17063
2004;79;2;26497
2004;80;1;15396
2004;80;2;25489
2004;81;1;14566
2004;81;2;24051
2004;82;1;12940
2004;82;2;22394
2004;83;1;12286
2004;83;2;21964
2004;84;1;10780
2004;84;2;19652
2004;85;1;8099
2004;85;2;15666
2004;86;1;6919
2004;86;2;13676
2004;87;1;5793
2004;87;2;12368
2004;88;1;5021
2004;88;2;11047
2004;89;1;4168
2004;89;2;9764
2004;90;1;3735
2004;90;2;9414
2004;91;1;2928
2004;91;2;7752
2004;92;1;2302
2004;92;2;6513
2004;93;1;1611
2004;93;2;5112
2004;94;1;1190
2004;94;2;3969
2004;95;1;846
2004;95;2;2868
2004;96;1;585
2004;96;2;2162
2004;97;1;359
2004;97;2;1480
2004;98;1;235
2004;98;2;950
2004;99;1;340
2004;99;2;1758
2004;100;1;0
2004;100;2;0
2004;101;1;0
2004;101;2;0
2004;102;1;0
2004;102;2;0
2004;103;1;0
2004;103;2;0
2004;104;1;0
2004;104;2;0
2004;105;1;0
2004;105;2;0
2003;0;1;36701
2003;0;2;34819
2003;1;1;37374
2003;1;2;35074
2003;2;1;37569
2003;2;2;35498
2003;3;1;37949
2003;3;2;35693
2003;4;1;39631
2003;4;2;37403
2003;5;1;40295
2003;5;2;38253
2003;6;1;41098
2003;6;2;38880
2003;7;1;42496
2003;7;2;40148
2003;8;1;42084
2003;8;2;39954
2003;9;1;42954
2003;9;2;40736
2003;10;1;43512
2003;10;2;41321
2003;11;1;45312
2003;11;2;43272
2003;12;1;45818
2003;12;2;43269
2003;13;1;45625
2003;13;2;43273
2003;14;1;44915
2003;14;2;42637
2003;15;1;45099
2003;15;2;42667
2003;16;1;43576
2003;16;2;41262
2003;17;1;43580
2003;17;2;41579
2003;18;1;43185
2003;18;2;41625
2003;19;1;43973
2003;19;2;41685
2003;20;1;43245
2003;20;2;41816
2003;21;1;43853
2003;21;2;43474
2003;22;1;44068
2003;22;2;43259
2003;23;1;44215
2003;23;2;44393
2003;24;1;43969
2003;24;2;44305
2003;25;1;44224
2003;25;2;44552
2003;26;1;45238
2003;26;2;45536
2003;27;1;45457
2003;27;2;46574
2003;28;1;46537
2003;28;2;47251
2003;29;1;48676
2003;29;2;49248
2003;30;1;49902
2003;30;2;50627
2003;31;1;52284
